Unnamed: 0,title,longitude,latitude
0,카페 버크만,127.0298357,37.4970034
1,브이알존 강남점,127.02559450000001,37.4999351
2,세루리안커피,127.0293062,37.4977328
3,카페 버크만,127.0298357,37.4970034
4,사푼사푼 강남역점,127.02883500000002,37.494388799999996
5,멜던,127.00480319972412,37.5031630999178
6,파티세리바이가루하루,127.03807659999998,37.503215600000004
7,겟썸커피 Downstairs,127.02737529687714,37.50318131825818
8,빌리엔젤 강남역점,127.0269956,37.50146779999999
9,드림베티,127.02637379999999,37.5017232
10,카페 버크만,127.0298357,37.4970034
11,글래드라이브 아트마켓,127.03637140000002,37.508383
12,브라운홀릭,127.0286193,37.5010811
13,더달달 역삼점,127.02847240000001,37.503213
14,캠프VR 강남점,127.02809599999999,37.49949
15,가비터,127.02778319999999,37.5035627
16,매그넘카페,127.02488189972411,37.50288209991781
17,원인어밀리언,127.02860259999999,37.4999495
18,드림베티,127.02637379999999,37.5017232
19,강아지똥,127.02723950000001,37.5083404
20,원인어밀리언,127.02860259999999,37.4999495
21,캠프VR 강남점,127.02809599999999,37.49949
22,빌리엔젤 강남역점,127.0269956,37.50146779999999
23,컴포테이블,127.02717379999999,37.5029404
24,스탠다드커피바,127.02770770000001,37.5027774
25,겟썸커피 Downstairs,127.02727970000001,37.5030908
26,겟썸커피 Downstairs,127.02727970000001,37.5030908
27,컴포테이블,127.02717379972408,37.50294039991782
28,원인어밀리언,127.02860259999999,37.4999495
29,심리카페멘토 강남점,127.02828810000001,37.500127899999995
30,캐틀앤비 강남점,127.0242635,37.4973518
31,가비터,127.02778319972408,37.503562699917815
32,빈브라더스 강남,127.0285745,37.499323499999996
33,알베르,127.02804259999999,37.5030124
34,더달달 역삼점,127.02847240000001,37.503213
35,알베르,127.02804259999999,37.5030124
36,사푼사푼 강남역점,127.02883500000002,37.494388799999996
37,엠마앤리아,127.0284741,37.4990208
38,이제이베이킹스튜디오,127.0271881,37.503896399999995
39,북앤빈,127.0446702,37.5043341
40,테이블스,127.03365009999999,37.498178499999995
41,디렉터스커피,127.02738179972408,37.50393219991781
42,떼시스 강남점,127.02724603186071,37.5030732358849
43,원인어밀리언,127.02860259972408,37.49994949991781
44,카페프레도,127.0279626,37.5024605
45,디렉터스커피,127.0273818,37.5039322
46,겟썸커피 Downstairs,127.02727970000001,37.5030908
47,컴포테이블,127.02717379999999,37.5029404
