,title,longitude,latitude
0,fraisier,314615,544235
1,나무와,314239,544962
2,카페마마스 강남역지점,127.0260180404966,37.4962790897156
3,에스프레소 퍼블릭,127.027825,37.5028417
4,카페105 강남파이낸스센터점,127.0369221845718,37.50045429356869
5,커피스튜디오,127.02749941166152,37.5024800119284
6,바나나앤코,314181,544965
7,카페파스타 강남역삼점,314520,544315
8,토크앤커피,127.03528956598733,37.500597514116784
9,카페파스타 역삼점,127.0302096711159,37.495852519095706
10,커피스튜디오,314215,544892
11,애견카페 치쿠치쿠,127.04093539972403,37.5091813999178
12,슈슈,127.02578897662424,37.49924821840984
13,카페슬로우,127.02523599972407,37.50080789991781
14,커피스튜디오,127.02746558484414,37.50246184945324
15,카페 도로시,127.024467495797,37.50390184959445
16,스탠다드커피바,314230,544958
17,커피스튜디오,127.0279153997241,37.50289629991781
18,더바나나앤코,127.02718759972409,37.5025638999178
19,바나나앤코,314275,544711
20,카페마마스강남역점,127.0254329997241,37.49615599991783
21,커피스튜디오,314208,544891
22,에스프레소 퍼블릭,127.0272739278742,37.50052300482309
23,나무그늘 강남역점,314082,544797
24,스무디킹 강남글라스타워점,314258,544470
25,스타벅스강남비젼타워점,127.029617,37.496596
26,미즈컨테이너2호점,314150,544845
27,힐링616,314180,544917
28,카페마마스 강남역지점,127.02525049972408,37.49600559991782
29,카페마마스 강남역지점,127.02525049972408,37.49600559991782
30,카페마마스 강남역지점,127.02554097510304,37.49658363675941
31,카페페이야드,127.00419414699432,37.50530591713343
32,통일빌딩,314301,544566
33,브라운홀릭,127.02861929972408,37.50108109991781
34,(주)코코브루니,127.02638329972407,37.5026868999178
35,CGV 강남,314191,544874
36,커피스튜디오,314218,544937
37,폴스일레븐 삼성타운점,127.02758238643952,37.49578507624925
38,카페마마스 강남역지점,127.02626475273112,37.49662259580447
39,카페 파스타 강남 역삼점,127.0314091884196,37.49579418800923
40,Coffee Studio,127.02738678823488,37.50239843914405
41,DreamStay,127.028025,37.500965
42,서울특별시 강남구 역삼동 830-55,127.03236689972408,37.49442059991781
43,힐링616,314256,544997
44,에이블 스퀘어,127.02843321330305,37.49858416336207
45,브런치커피,127.03728816871418,37.47399954448654
46,바나나앤코,314123,544805
47,미즈컨테이너2호점,127.0267827,37.502208
48,더샌드,127.0272889,37.5022583
49,카페마마스 강남역지점,127.02525049972408,37.49600559991782
50,카페파스타,127.03195319972409,37.49563409991782
51,카페마마스 강남역지점,127.02525049972408,37.49600559991782
52,서울특별시 강남구 역삼동 833-2,127.02991114684195,37.49601643962956
53,차오름 강남점,127.02901901973006,37.49704573498386
54,바나나앤코,314335,544879
55,Talk N' Coffee,127.03502639996768,37.50107419870923
56,뉴코아아울렛 강남점,312398,545494
57,던킨도너츠 강남스퀘어점,314298,544482
58,테이크어반,313961,545149
59,카페마마스 강남역지점,127.02686380826115,37.49670611891641
60,메이아일랜드,127.0272756997241,37.50012549991782
61,커피빈강남역142점,127.02531249972412,37.50029999991781
62,스탠다드커피바,127.02738861879622,37.50229205181912
63,앤하우스,314161,544807
64,작은우체국,127.030399,37.497037
65,커피스튜디오,127.0279153997241,37.50289629991781
66,더바나나앤코,127.02731420738398,37.50222189045599
67,클로리스 티 앤 커피,315012,544671
68,강남파이낸스센터,314994,544645
69,슈슈,127.02578396051337,37.50004139388904
70,더샌드위치바,127.02777859972409,37.50308959991781
71,서울특별시 강남구 역삼1동 618-16,127.02777739972409,37.5028033999178
72,카페네스카페강남역점,127.02616399972408,37.50009469991781
73,에스프레소 퍼블릭,127.0278249997241,37.5028416999178
74,Caffecitta,127.02312821409616,37.51931057112348
75,세컨컵,127.02759609972408,37.52143319991776
76,VinhLoi,127.02739343606557,37.49710621514721
77,카페마마스 강남역지점,314118,544288
78,더바나나앤코,127.0268754858876,37.501823536439886
79,차오름 강남점,127.0299605,37.4966617
80,카페마마스 강남역지점,127.02677407077644,37.49697260287296
81,클로리스 티 앤 커피,315012,544727
82,BUTTERFINGERPANCAKES,127.02558899972408,37.49891799991782
83,라떼킹 강남역점,313953,544851
84,서울특별시 강남구 역삼동 827-69,127.0321770872785,37.49601355771027
85,B1 카페스토브,127.03655429972407,37.500002099917815
86,서울특별시 서초구 서초동 1321-6,314126,544209
87,어랑어랑,127.0254260308891,37.50349205517893
88,에이블 스퀘어,127.02745035516668,37.498363909693445
89,서울특별시 강남구 역삼동 813-9,127.02664749972408,37.50244979991782
90,투썸플레이스 강남대륭타워점,127.02927549972408,37.49531889991783
91,카페마마스 강남역지점,314003,544205
92,카페마마스 강남역지점,314135,544272
93,서울특별시 강남구 신사동 541-2,127.02385471743108,37.51943006794669
94,더플라잉팬레드,314159,544391
95,바나나앤코,314195,544947
96,서울특별시 강남구 역삼1동 618-17,314252,544701
97,베리스쿠키,127.03199598389068,37.48845649383679
98,커피갤러리,314141,544927
99,고양이다락방 강남점,127.0261913997241,37.49856739991781
100,배스킨라빈스 FAVORITE D,314147,544719
101,바나나앤코,127.02900950921769,37.500905986978125
102,메가박스 센트럴,127.00281079972414,37.5049896999178
103,커피스튜디오,127.02939905856722,37.500847122682494
104,에스프레소 퍼블릭,314231,544718
105,바나나앤코,314192,544941
106,코코브루니,127.02717365361674,37.5029424464044
107,B1F cafe STOVE,127.03665422411608,37.500308953936944
108,카페마마스 강남역지점,314118,544317
109,서울특별시 강남구 역삼동 827-69,314642,544099
110,카페끌라시코,127.0290958997241,37.49213159991783
111,바나나앤코,127.0273839326906,37.5021343555274
112,커피스튜디오,314213,544898
113,카페마마스 강남역지점,127.02525049972408,37.49600559991782
114,아울스토리,313699,545124
115,컵독스커피 ,127.03197193563868,37.49571815987851
116,이디야커피강남구청점,127.04160502317067,37.51657590911525
117,카페마마스 강남역지점,127.02525049972408,37.49600559991782
118,스탠다드커피바,314250,544883
119,에스프레소 퍼블릭,127.0278822858362,37.50093104911157
120,커피스튜디오,314241,544880
121,메이아일랜드,127.02819864110724,37.49908361353472
122,서울특별시 강남구 역삼동 822-1,127.02848129972406,37.49864539991781
123,카페마마스 강남역지점,127.02525049972408,37.49600559991782
124,에이블 스퀘어,127.02847523431672,37.49909810565158
125,카페마마스,315048,544545
126,카페 스토브,127.03655429972407,37.500002099917815
127,커피갤러리,127.0268311072726,37.50206996953478
128,커피스튜디오,127.0279153997241,37.50289629991781
129,테이크어반,127.0247466997241,37.50487599991781
130,카페마마스 강남역지점,127.02525049972408,37.49600559991782
131,서울특별시 강남구 역삼동 813-4,314114,544952
132,서울특별시 서초구 서초동 1307-17,127.0252182430039,37.50021477255832
133,더바나나앤코,127.02718759972409,37.5025638999178
134,바나나앤코,314199,544919
135,오리엔탈스푼 강남역점,127.02733099972409,37.50259199991781
136,카페 니니스,313738,546650
137,힐링616,127.02716507833014,37.50240029611934
138,키즈파라디소,127.02520439972412,37.491866299917824
139,메이아일랜드,127.0272757,37.5001255
140,서가앤쿡 서울강남CGV점,127.02790189972409,37.5026745999178
141,작은우체국,314460,544315
142,더바나나앤코,127.02643396408604,37.50366053797913
143,미림타워,127.0296443,37.4972365
144,커피스튜디오,127.0279153997241,37.50289629991781
145,베이커스필드,127.02820929972408,37.50007259991782
146,카페마마스 강남역지점,127.02525049972408,37.49600559991782
147,고양이다락방 강남점,127.0261913997241,37.49856739991781
148,나무와,127.0278496,37.5032392
149,카페네스카페강남역점,314088,544658
150,에스프레소 퍼블릭,127.02849524140112,37.50060900818803
151,카페마마스 강남역지점,127.02525049972408,37.49600559991782
152,미즈컨테이너,314001,544459
153,더로즈 강남점,127.02789691219984,37.49629444346493
154,카페 인사이드,314560,543769
155,오설록티하우스 압구정점,127.0278928997241,37.52641109991776
156,폴바셋 청담,315850,547488
157,커피스튜디오,127.0271244752683,37.50273089192629
158,망고식스 강남파이낸스센터점,127.03655379972408,37.50014499991783
159,카페마마스 강남역지점,127.0254329997241,37.496155999917825
160,논현역 7호선,127.02131502617524,37.50930178522647
161,스무디킹강남역점,127.02757301620288,37.49862164431874
162,카페 톨릭스,316660,543481
163,오모야,314106,544825
164,육쌈냉면강남역점,314174,544639
165,마시찜,314127,544920
166,벤스쿠키,127.0292616,37.4955358
167,벤스쿠키 신도림디큐브점,126.8890389,37.5089693
168,박준뷰티랩 대치점,127.05676299972404,37.49726399991784
169,테이크어반,127.02752749677398,37.50167832016169
170,트레버,301146,286951
171,망고식스 신논현점,127.0234585,37.5058079
172,폴 바셋,127.0042818448163,37.50445438593156
173,나무와,127.0278496,37.5032392
174,브릭오븐,127.0277139997241,37.503078499917805
175,노보텔앰배서더 강남,127.0290188997241,37.505362199917805
176,생어거스틴,127.0275567997241,37.50290879991781
177,더달달,127.02655051868928,37.50351364923837
178,데일리모션,127.02726077916992,37.50220983161349
179,김영희강남동태찜 방이점,127.12943727849031,37.51222342212044
180,나무와,314228,544915
181,더바나나앤코,127.02674847059828,37.50402234163269
182,나무와,314130,544984
183,더샌드위치바,127.02777859972409,37.50308959991781
184,블랙스미스 강남역2호점,127.02483639972408,37.500071399917815
185,하늘소,127.0400125,37.4763763
186,미파문피부과의원,127.02508601458553,37.50429556011507
187,베이커스필드,127.02692941255272,37.49940948950313
188,소담애 서울강남역점,127.02648083747302,37.5018206807325
189,오리엔탈스푼 강남역점,127.02733099972409,37.50259199991781
190,마시찜,314113,544818
191,스토리런즈 강남역점,127.02528591410108,37.50114341290527
192,반장즉석떡볶이,313843,546651
193,프뤼엥,314252,544327
194,박승철헤어스투디오,127.02647778570729,37.50120072466466
195,블루밍 가든 강남역점,314398,544217
196,힐링616,127.0265406400564,37.50364166926806
197,코나빈스 강남역점,127.0262870075496,37.49901396004704
198,베이커스필드,127.0279068816194,37.49958916482233
199,커피스튜디오,127.02824669678132,37.50059014590302
200,생어거스틴 강남점,127.02688961021111,37.50220003644792
201,파빌리온,314223,544559
202,프리모바치오바치,127.02672167831103,37.499225444195424
203,박승철 헤어스투디오 강남1호점,127.0267628100204,37.49920231304083
204,서가앤쿡 서울강남점,127.02605914203232,37.49912598728462
205,토니앤가이 강남점,127.0276395143234,37.49536040891744
206,벤스쿠키,127.0292615997241,37.49553579991783
207,놀러와멀티방,127.02696154219755,37.5018406338373
208,카페마마스 역삼점,127.0368129348816,37.50010309113438
209,벤스쿠키,127.0292615997241,37.49553579991783
210,헤리츠타워,314649,546186
211,카페파스타,127.03093034376228,37.49638718484653
212,서울특별시 서초구 서초동 1317-31,127.02670355272976,37.49825235761084
213,유시어터,127.04119329972406,37.52223719991779
214,닭갈비전,127.02426644044174,37.5034299343972
215,LG베스트샵강남본점,127.03963449972407,37.52360359991778
216,더샌드,314121,544872
